GroupId,GroupName,ParentGroupId
295,Group 295,15
296,Group 296,15
297,Group 297,15
298,Group 298,15
299,Group 299,15
300,Group 300,15
301,Group 301,15
302,Group 302,16
303,Group 303,16
304,Group 304,16
305,Group 305,16
306,Group 306,16
307,Group 307,16
308,Group 308,16
309,Group 309,16
310,Group 310,16
311,Group 311,16
312,Group 312,16
313,Group 313,16
314,Group 314,16
315,Group 315,16
316,Group 316,16
317,Group 317,16
318,Group 318,16
319,Group 319,16
320,Group 320,16
321,Group 321,16
322,Group 322,17
323,Group 323,17
324,Group 324,17
325,Group 325,17
326,Group 326,17
327,Group 327,17
328,Group 328,17
329,Group 329,17
330,Group 330,17
331,Group 331,17
332,Group 332,17
333,Group 333,17
334,Group 334,17
335,Group 335,17
336,Group 336,17
337,Group 337,17
338,Group 338,17
339,Group 339,17
340,Group 340,17
341,Group 341,17
342,Group 342,18
343,Group 343,18
344,Group 344,18
345,Group 345,18
346,Group 346,18
347,Group 347,18
348,Group 348,18
349,Group 349,18
350,Group 350,18
351,Group 351,18
352,Group 352,18
353,Group 353,18
354,Group 354,18
355,Group 355,18
356,Group 356,18
357,Group 357,18
358,Group 358,18
359,Group 359,18
360,Group 360,18
361,Group 361,18
362,Group 362,19
363,Group 363,19
364,Group 364,19
365,Group 365,19
366,Group 366,19
367,Group 367,19
368,Group 368,19
369,Group 369,19
370,Group 370,19
371,Group 371,19
372,Group 372,19
373,Group 373,19
374,Group 374,19
375,Group 375,19
376,Group 376,19
377,Group 377,19
378,Group 378,19
379,Group 379,19
380,Group 380,19
381,Group 381,19
382,Group 382,20
383,Group 383,20
384,Group 384,20
385,Group 385,20
386,Group 386,20
387,Group 387,20
388,Group 388,20
389,Group 389,20
390,Group 390,20
391,Group 391,20
392,Group 392,20
393,Group 393,20
394,Group 394,20
395,Group 395,20
396,Group 396,20
397,Group 397,20
398,Group 398,20
399,Group 399,20
400,Group 400,20
401,Group 401,20
402,Group 402,21
403,Group 403,21
404,Group 404,21
405,Group 405,21
406,Group 406,21
407,Group 407,21
408,Group 408,21
409,Group 409,21
410,Group 410,21
411,Group 411,21
412,Group 412,21
413,Group 413,21
414,Group 414,21
415,Group 415,21
416,Group 416,21
417,Group 417,21
418,Group 418,21
419,Group 419,21
420,Group 420,21
421,Group 421,21
422,Group 422,22
423,Group 423,22
424,Group 424,22
425,Group 425,22
426,Group 426,22
427,Group 427,22
428,Group 428,22
429,Group 429,22
430,Group 430,22
431,Group 431,22
432,Group 432,22
433,Group 433,22
434,Group 434,22
435,Group 435,22
436,Group 436,22
437,Group 437,22
438,Group 438,22
439,Group 439,22
440,Group 440,22
441,Group 441,22
442,Group 442,23
443,Group 443,23
444,Group 444,23
445,Group 445,23
446,Group 446,23
447,Group 447,23
448,Group 448,23
449,Group 449,23
450,Group 450,23
451,Group 451,23
452,Group 452,23
453,Group 453,23
454,Group 454,23
455,Group 455,23
456,Group 456,23
457,Group 457,23
458,Group 458,23
459,Group 459,23
460,Group 460,23
461,Group 461,23
462,Group 462,24
463,Group 463,24
464,Group 464,24
465,Group 465,24
466,Group 466,24
467,Group 467,24
468,Group 468,24
469,Group 469,24
470,Group 470,24
471,Group 471,24
472,Group 472,24
473,Group 473,24
474,Group 474,24
475,Group 475,24
476,Group 476,24
477,Group 477,24
478,Group 478,24
479,Group 479,24
480,Group 480,24
481,Group 481,24
482,Group 482,25
483,Group 483,25
484,Group 484,25
485,Group 485,25
486,Group 486,25
487,Group 487,25
488,Group 488,25
489,Group 489,25
490,Group 490,25
491,Group 491,25
492,Group 492,25
493,Group 493,25
494,Group 494,25
495,Group 495,25
496,Group 496,25
497,Group 497,25
498,Group 498,25
499,Group 499,25
500,Group 500,25
501,Group 501,25
502,Group 502,26
503,Group 503,26
504,Group 504,26
505,Group 505,26
506,Group 506,26
507,Group 507,26
508,Group 508,26
509,Group 509,26
510,Group 510,26
511,Group 511,26
512,Group 512,26
513,Group 513,26
514,Group 514,26
515,Group 515,26
516,Group 516,26
517,Group 517,26
518,Group 518,26
519,Group 519,26
520,Group 520,26
521,Group 521,26
522,Group 522,27
523,Group 523,27
524,Group 524,27
525,Group 525,27
526,Group 526,27
527,Group 527,27
528,Group 528,27
529,Group 529,27
530,Group 530,27
531,Group 531,27
532,Group 532,27
533,Group 533,27
534,Group 534,27
535,Group 535,27
536,Group 536,27
537,Group 537,27
538,Group 538,27
539,Group 539,27
540,Group 540,27
541,Group 541,27
542,Group 542,28
543,Group 543,28
544,Group 544,28
545,Group 545,28
546,Group 546,28
547,Group 547,28
548,Group 548,28
549,Group 549,28
550,Group 550,28
551,Group 551,28
552,Group 552,28
553,Group 553,28
554,Group 554,28
555,Group 555,28
556,Group 556,28
557,Group 557,28
558,Group 558,28
559,Group 559,28
560,Group 560,28
561,Group 561,28
562,Group 562,29
563,Group 563,29
564,Group 564,29
565,Group 565,29
566,Group 566,29
567,Group 567,29
568,Group 568,29
569,Group 569,29
570,Group 570,29
571,Group 571,29
572,Group 572,29
573,Group 573,29
574,Group 574,29
575,Group 575,29
576,Group 576,29
577,Group 577,29
578,Group 578,29
579,Group 579,29
580,Group 580,29
581,Group 581,29
582,Group 582,30
583,Group 583,30
584,Group 584,30
585,Group 585,30
586,Group 586,30
587,Group 587,30
588,Group 588,30
589,Group 589,30
590,Group 590,30
591,Group 591,30
592,Group 592,30
593,Group 593,30
594,Group 594,30
595,Group 595,30
596,Group 596,30
597,Group 597,30
598,Group 598,30
599,Group 599,30
600,Group 600,30
601,Group 601,30
602,Group 602,31
603,Group 603,31
604,Group 604,31
605,Group 605,31
606,Group 606,31
607,Group 607,31
608,Group 608,31
609,Group 609,31
610,Group 610,31
611,Group 611,31
612,Group 612,31
613,Group 613,31
614,Group 614,31
615,Group 615,31
616,Group 616,31
617,Group 617,31
618,Group 618,31
619,Group 619,31
620,Group 620,31
621,Group 621,31
622,Group 622,32
623,Group 623,32
624,Group 624,32
625,Group 625,32
626,Group 626,32
627,Group 627,32
628,Group 628,32
629,Group 629,32
630,Group 630,32
631,Group 631,32
632,Group 632,32
633,Group 633,32
634,Group 634,32
635,Group 635,32
636,Group 636,32
637,Group 637,32
638,Group 638,32
639,Group 639,32
640,Group 640,32
641,Group 641,32
642,Group 642,33
643,Group 643,33
644,Group 644,33
645,Group 645,33
646,Group 646,33
647,Group 647,33
648,Group 648,33
649,Group 649,33
650,Group 650,33
651,Group 651,33
652,Group 652,33
653,Group 653,33
654,Group 654,33
655,Group 655,33
656,Group 656,33
657,Group 657,33
658,Group 658,33
659,Group 659,33
660,Group 660,33
661,Group 661,33
662,Group 662,34
663,Group 663,34
664,Group 664,34
665,Group 665,34
666,Group 666,34
667,Group 667,34
668,Group 668,34
669,Group 669,34
670,Group 670,34
671,Group 671,34
672,Group 672,34
673,Group 673,34
674,Group 674,34
675,Group 675,34
676,Group 676,34
677,Group 677,34
678,Group 678,34
679,Group 679,34
680,Group 680,34
681,Group 681,34
682,Group 682,35
683,Group 683,35
684,Group 684,35
685,Group 685,35
686,Group 686,35
687,Group 687,35
688,Group 688,35
689,Group 689,35
690,Group 690,35
691,Group 691,35
692,Group 692,35
693,Group 693,35
694,Group 694,35
695,Group 695,35
696,Group 696,35
697,Group 697,35
698,Group 698,35
699,Group 699,35
700,Group 700,35
701,Group 701,35
702,Group 702,36
703,Group 703,36
704,Group 704,36
705,Group 705,36
706,Group 706,36
707,Group 707,36
708,Group 708,36
709,Group 709,36
710,Group 710,36
711,Group 711,36
712,Group 712,36
713,Group 713,36
714,Group 714,36
715,Group 715,36
716,Group 716,36
717,Group 717,36
718,Group 718,36
719,Group 719,36
720,Group 720,36
721,Group 721,36
722,Group 722,37
723,Group 723,37
724,Group 724,37
725,Group 725,37
726,Group 726,37
727,Group 727,37
728,Group 728,37
729,Group 729,37
730,Group 730,37
731,Group 731,37
732,Group 732,37
733,Group 733,37
734,Group 734,37
735,Group 735,37
736,Group 736,37
737,Group 737,37
738,Group 738,37
739,Group 739,37
740,Group 740,37
741,Group 741,37
742,Group 742,38
743,Group 743,38
744,Group 744,38
745,Group 745,38
746,Group 746,38
747,Group 747,38
748,Group 748,38
749,Group 749,38
750,Group 750,38
751,Group 751,38
752,Group 752,38
753,Group 753,38
754,Group 754,38
755,Group 755,38
756,Group 756,38
757,Group 757,38
758,Group 758,38
759,Group 759,38
760,Group 760,38
761,Group 761,38
762,Group 762,39
763,Group 763,39
764,Group 764,39
765,Group 765,39
766,Group 766,39
767,Group 767,39
768,Group 768,39
769,Group 769,39
770,Group 770,39
771,Group 771,39
772,Group 772,39
773,Group 773,39
774,Group 774,39
775,Group 775,39
776,Group 776,39
777,Group 777,39
778,Group 778,39
779,Group 779,39
780,Group 780,39
781,Group 781,39
782,Group 782,40
783,Group 783,40
784,Group 784,40
785,Group 785,40
786,Group 786,40
787,Group 787,40
788,Group 788,40
789,Group 789,40
790,Group 790,40
791,Group 791,40
792,Group 792,40
793,Group 793,40
794,Group 794,40
795,Group 795,40
796,Group 796,40
797,Group 797,40
798,Group 798,40
799,Group 799,40
800,Group 800,40
801,Group 801,40
802,Group 802,41
803,Group 803,41
804,Group 804,41
805,Group 805,41
806,Group 806,41
807,Group 807,41
808,Group 808,41
809,Group 809,41
810,Group 810,41
811,Group 811,41
812,Group 812,41
813,Group 813,41
814,Group 814,41
815,Group 815,41
816,Group 816,41
817,Group 817,41
818,Group 818,41
819,Group 819,41
820,Group 820,41
821,Group 821,41
822,Group 822,42
823,Group 823,42
824,Group 824,42
825,Group 825,42
826,Group 826,42
827,Group 827,42
828,Group 828,42
829,Group 829,42
830,Group 830,42
831,Group 831,42
832,Group 832,42
833,Group 833,42
834,Group 834,42
835,Group 835,42
836,Group 836,42
837,Group 837,42
838,Group 838,42
839,Group 839,42
840,Group 840,42
841,Group 841,42
842,Group 842,43
843,Group 843,43
844,Group 844,43
845,Group 845,43
846,Group 846,43
847,Group 847,43
848,Group 848,43
849,Group 849,43
850,Group 850,43
851,Group 851,43
852,Group 852,43
853,Group 853,43
854,Group 854,43
855,Group 855,43
856,Group 856,43
857,Group 857,43
858,Group 858,43
859,Group 859,43
860,Group 860,43
861,Group 861,43
862,Group 862,44
863,Group 863,44
864,Group 864,44
865,Group 865,44
866,Group 866,44
867,Group 867,44
868,Group 868,44
869,Group 869,44
870,Group 870,44
871,Group 871,44
872,Group 872,44
873,Group 873,44
874,Group 874,44
875,Group 875,44
876,Group 876,44
877,Group 877,44
878,Group 878,44
879,Group 879,44
880,Group 880,44
881,Group 881,44
882,Group 882,45
883,Group 883,45
884,Group 884,45
885,Group 885,45
886,Group 886,45
887,Group 887,45
888,Group 888,45
889,Group 889,45
890,Group 890,45
891,Group 891,45
892,Group 892,45
893,Group 893,45
894,Group 894,45
895,Group 895,45
896,Group 896,45
897,Group 897,45
898,Group 898,45
899,Group 899,45
900,Group 900,45
901,Group 901,45
902,Group 902,46
903,Group 903,46
904,Group 904,46
905,Group 905,46
906,Group 906,46
907,Group 907,46
908,Group 908,46
909,Group 909,46
910,Group 910,46
911,Group 911,46
912,Group 912,46
913,Group 913,46
914,Group 914,46
915,Group 915,46
916,Group 916,46
917,Group 917,46
918,Group 918,46
919,Group 919,46
920,Group 920,46
921,Group 921,46
922,Group 922,47
923,Group 923,47
924,Group 924,47
925,Group 925,47
926,Group 926,47
927,Group 927,47
928,Group 928,47
929,Group 929,47
930,Group 930,47
931,Group 931,47
932,Group 932,47
933,Group 933,47
934,Group 934,47
935,Group 935,47
936,Group 936,47
937,Group 937,47
938,Group 938,47
939,Group 939,47
940,Group 940,47
941,Group 941,47
942,Group 942,48
943,Group 943,48
944,Group 944,48
945,Group 945,48
946,Group 946,48
947,Group 947,48
948,Group 948,48
949,Group 949,48
950,Group 950,48
951,Group 951,48
952,Group 952,48
953,Group 953,48
954,Group 954,48
955,Group 955,48
956,Group 956,48
957,Group 957,48
958,Group 958,48
959,Group 959,48
960,Group 960,48
961,Group 961,48
962,Group 962,49
963,Group 963,49
964,Group 964,49
965,Group 965,49
966,Group 966,49
967,Group 967,49
968,Group 968,49
969,Group 969,49
970,Group 970,49
971,Group 971,49
972,Group 972,49
973,Group 973,49
974,Group 974,49
975,Group 975,49
976,Group 976,49
977,Group 977,49
978,Group 978,49
979,Group 979,49
980,Group 980,49
981,Group 981,49
982,Group 982,50
983,Group 983,50
984,Group 984,50
985,Group 985,50
986,Group 986,50
987,Group 987,50
988,Group 988,50
989,Group 989,50
990,Group 990,50
991,Group 991,50
992,Group 992,50
993,Group 993,50
994,Group 994,50
995,Group 995,50
996,Group 996,50
997,Group 997,50
998,Group 998,50
999,Group 999,50
1000,Group 1000,50
1001,Group 1001,50
1002,Group 1002,51
1003,Group 1003,51
1004,Group 1004,51
1005,Group 1005,51
1006,Group 1006,51
1007,Group 1007,51
1008,Group 1008,51
1009,Group 1009,51
1010,Group 1010,51
1011,Group 1011,51
1012,Group 1012,51
1013,Group 1013,51
1014,Group 1014,51
1015,Group 1015,51
1016,Group 1016,51
1017,Group 1017,51
1018,Group 1018,51
1019,Group 1019,51
1020,Group 1020,51
1021,Group 1021,51
1022,Group 1022,52
1023,Group 1023,52
1024,Group 1024,52
1025,Group 1025,52
1026,Group 1026,52
1027,Group 1027,52
1028,Group 1028,52
1029,Group 1029,52
1030,Group 1030,52
1031,Group 1031,52
1032,Group 1032,52
1033,Group 1033,52
1034,Group 1034,52
1035,Group 1035,52
1036,Group 1036,52
1037,Group 1037,52
1038,Group 1038,52
1039,Group 1039,52
1040,Group 1040,52
1041,Group 1041,52
1042,Group 1042,53
1043,Group 1043,53
1044,Group 1044,53
1045,Group 1045,53
1046,Group 1046,53
1047,Group 1047,53
1048,Group 1048,53
1049,Group 1049,53
1050,Group 1050,53
1051,Group 1051,53
1052,Group 1052,53
1053,Group 1053,53
1054,Group 1054,53
1055,Group 1055,53
1056,Group 1056,53
1057,Group 1057,53
1058,Group 1058,53
1059,Group 1059,53
1060,Group 1060,53
1061,Group 1061,53
1062,Group 1062,54
1063,Group 1063,54
1064,Group 1064,54
1065,Group 1065,54
1066,Group 1066,54
1067,Group 1067,54
1068,Group 1068,54
1069,Group 1069,54
1070,Group 1070,54
1071,Group 1071,54
1072,Group 1072,54
1073,Group 1073,54
1074,Group 1074,54
1075,Group 1075,54
1076,Group 1076,54
1077,Group 1077,54
1078,Group 1078,54
1079,Group 1079,54
1080,Group 1080,54
1081,Group 1081,54
1082,Group 1082,55
1083,Group 1083,55
1084,Group 1084,55
1085,Group 1085,55
1086,Group 1086,55
1087,Group 1087,55
1088,Group 1088,55
1089,Group 1089,55
1090,Group 1090,55
1091,Group 1091,55
1092,Group 1092,55
1093,Group 1093,55
1094,Group 1094,55
1095,Group 1095,55
1096,Group 1096,55
1097,Group 1097,55
1098,Group 1098,55
1099,Group 1099,55
1100,Group 1100,55
1101,Group 1101,55
1102,Group 1102,56
1103,Group 1103,56
1104,Group 1104,56
1105,Group 1105,56
1106,Group 1106,56
1107,Group 1107,56
1108,Group 1108,56
1109,Group 1109,56
1110,Group 1110,56
1111,Group 1111,56
1112,Group 1112,56
1113,Group 1113,56
1114,Group 1114,56
1115,Group 1115,56
1116,Group 1116,56
1117,Group 1117,56
1118,Group 1118,56
1119,Group 1119,56
1120,Group 1120,56
1121,Group 1121,56
1122,Group 1122,57
1123,Group 1123,57
1124,Group 1124,57
1125,Group 1125,57
1126,Group 1126,57
1127,Group 1127,57
1128,Group 1128,57
1129,Group 1129,57
1130,Group 1130,57
1131,Group 1131,57
1132,Group 1132,57
1133,Group 1133,57
1134,Group 1134,57
1135,Group 1135,57
1136,Group 1136,57
1137,Group 1137,57
1138,Group 1138,57
1139,Group 1139,57
1140,Group 1140,57
1141,Group 1141,57
1142,Group 1142,58
1143,Group 1143,58
1144,Group 1144,58
1145,Group 1145,58
1146,Group 1146,58
1147,Group 1147,58
1148,Group 1148,58
1149,Group 1149,58
1150,Group 1150,58
1151,Group 1151,58
1152,Group 1152,58
1153,Group 1153,58
1154,Group 1154,58
1155,Group 1155,58
1156,Group 1156,58
1157,Group 1157,58
1158,Group 1158,58
1159,Group 1159,58
1160,Group 1160,58
1161,Group 1161,58
1162,Group 1162,59
1163,Group 1163,59
1164,Group 1164,59
1165,Group 1165,59
1166,Group 1166,59
1167,Group 1167,59
1168,Group 1168,59
1169,Group 1169,59
1170,Group 1170,59
1171,Group 1171,59
1172,Group 1172,59
1173,Group 1173,59
1174,Group 1174,59
1175,Group 1175,59
1176,Group 1176,59
1177,Group 1177,59
1178,Group 1178,59
1179,Group 1179,59
1180,Group 1180,59
1181,Group 1181,59
1182,Group 1182,60
1183,Group 1183,60
1184,Group 1184,60
1185,Group 1185,60
1186,Group 1186,60
1187,Group 1187,60
1188,Group 1188,60
1189,Group 1189,60
1190,Group 1190,60
1191,Group 1191,60
1192,Group 1192,60
1193,Group 1193,60
1194,Group 1194,60
1195,Group 1195,60
1196,Group 1196,60
1197,Group 1197,60
1198,Group 1198,60
1199,Group 1199,60
1200,Group 1200,60
1201,Group 1201,60
1202,Group 1202,61
1203,Group 1203,61
1204,Group 1204,61
1205,Group 1205,61
1206,Group 1206,61
1207,Group 1207,61
1208,Group 1208,61
1209,Group 1209,61
1210,Group 1210,61
1211,Group 1211,61
1212,Group 1212,61
1213,Group 1213,61
1214,Group 1214,61
1215,Group 1215,61
1216,Group 1216,61
1217,Group 1217,61
1218,Group 1218,61
1219,Group 1219,61
1220,Group 1220,61
1221,Group 1221,61
1222,Group 1222,62
1223,Group 1223,62
1224,Group 1224,62
1225,Group 1225,62
1226,Group 1226,62
1227,Group 1227,62
1228,Group 1228,62
1229,Group 1229,62
1230,Group 1230,62
1231,Group 1231,62
1232,Group 1232,62
1233,Group 1233,62
1234,Group 1234,62
1235,Group 1235,62
1236,Group 1236,62
1237,Group 1237,62
1238,Group 1238,62
1239,Group 1239,62
1240,Group 1240,62
1241,Group 1241,62
1242,Group 1242,63
1243,Group 1243,63
1244,Group 1244,63
1245,Group 1245,63
1246,Group 1246,63
1247,Group 1247,63
1248,Group 1248,63
1249,Group 1249,63
1250,Group 1250,63
1251,Group 1251,63
1252,Group 1252,63
1253,Group 1253,63
1254,Group 1254,63
1255,Group 1255,63
1256,Group 1256,63
1257,Group 1257,63
1258,Group 1258,63
1259,Group 1259,63
1260,Group 1260,63
1261,Group 1261,63
1262,Group 1262,64
1263,Group 1263,64
1264,Group 1264,64
1265,Group 1265,64
1266,Group 1266,64
1267,Group 1267,64
1268,Group 1268,64
1269,Group 1269,64
1270,Group 1270,64
1271,Group 1271,64
1272,Group 1272,64
1273,Group 1273,64
1274,Group 1274,64
1275,Group 1275,64
1276,Group 1276,64
1277,Group 1277,64
1278,Group 1278,64
1279,Group 1279,64
1280,Group 1280,64
1281,Group 1281,64
1282,Group 1282,65
1283,Group 1283,65
1284,Group 1284,65
1285,Group 1285,65
1286,Group 1286,65
1287,Group 1287,65
1288,Group 1288,65
1289,Group 1289,65
1290,Group 1290,65
1291,Group 1291,65
1292,Group 1292,65
1293,Group 1293,65
1294,Group 1294,65
1295,Group 1295,65
1296,Group 1296,65
1297,Group 1297,65
1298,Group 1298,65
1299,Group 1299,65
1300,Group 1300,65
1301,Group 1301,65
1302,Group 1302,66
1303,Group 1303,66
1304,Group 1304,66
1305,Group 1305,66
1306,Group 1306,66
1307,Group 1307,66
1308,Group 1308,66
1309,Group 1309,66
1310,Group 1310,66
1311,Group 1311,66
1312,Group 1312,66
1313,Group 1313,66
1314,Group 1314,66
1315,Group 1315,66
1316,Group 1316,66
1317,Group 1317,66
1318,Group 1318,66
1319,Group 1319,66
1320,Group 1320,66
1321,Group 1321,66
1322,Group 1322,67
1323,Group 1323,67
1324,Group 1324,67
1325,Group 1325,67
1326,Group 1326,67
1327,Group 1327,67
1328,Group 1328,67
1329,Group 1329,67
1330,Group 1330,67
1331,Group 1331,67
1332,Group 1332,67
1333,Group 1333,67
1334,Group 1334,67
1335,Group 1335,67
1336,Group 1336,67
1337,Group 1337,67
1338,Group 1338,67
1339,Group 1339,67
1340,Group 1340,67
1341,Group 1341,67
1342,Group 1342,68
1343,Group 1343,68
1344,Group 1344,68
1345,Group 1345,68
1346,Group 1346,68
1347,Group 1347,68
1348,Group 1348,68
1349,Group 1349,68
1350,Group 1350,68
1351,Group 1351,68
1352,Group 1352,68
1353,Group 1353,68
1354,Group 1354,68
1355,Group 1355,68
1356,Group 1356,68
1357,Group 1357,68
1358,Group 1358,68
1359,Group 1359,68
1360,Group 1360,68
1361,Group 1361,68
1362,Group 1362,69
1363,Group 1363,69
1364,Group 1364,69
1365,Group 1365,69
1366,Group 1366,69
1367,Group 1367,69
1368,Group 1368,69
1369,Group 1369,69
1370,Group 1370,69
1371,Group 1371,69
1372,Group 1372,69
1373,Group 1373,69
1374,Group 1374,69
1375,Group 1375,69
1376,Group 1376,69
1377,Group 1377,69
1378,Group 1378,69
1379,Group 1379,69
1380,Group 1380,69
1381,Group 1381,69
1382,Group 1382,70
1383,Group 1383,70
1384,Group 1384,70
1385,Group 1385,70
1386,Group 1386,70
1387,Group 1387,70
1388,Group 1388,70
1389,Group 1389,70
1390,Group 1390,70
1391,Group 1391,70
1392,Group 1392,70
1393,Group 1393,70
1394,Group 1394,70
1395,Group 1395,70
1396,Group 1396,70
1397,Group 1397,70
1398,Group 1398,70
1399,Group 1399,70
1400,Group 1400,70
1401,Group 1401,70
1402,Group 1402,71
1403,Group 1403,71
1404,Group 1404,71
1405,Group 1405,71
1406,Group 1406,71
1407,Group 1407,71
1408,Group 1408,71
1409,Group 1409,71
1410,Group 1410,71
1411,Group 1411,71
1412,Group 1412,71
1413,Group 1413,71
1414,Group 1414,71
1415,Group 1415,71
1416,Group 1416,71
1417,Group 1417,71
1418,Group 1418,71
1419,Group 1419,71
1420,Group 1420,71
1421,Group 1421,71
1422,Group 1422,72
1423,Group 1423,72
1424,Group 1424,72
1425,Group 1425,72
1426,Group 1426,72
1427,Group 1427,72
1428,Group 1428,72
1429,Group 1429,72
1430,Group 1430,72
1431,Group 1431,72
1432,Group 1432,72
1433,Group 1433,72
1434,Group 1434,72
1435,Group 1435,72
1436,Group 1436,72
1437,Group 1437,72
1438,Group 1438,72
1439,Group 1439,72
1440,Group 1440,72
1441,Group 1441,72
1442,Group 1442,73
1443,Group 1443,73
1444,Group 1444,73
1445,Group 1445,73
1446,Group 1446,73
1447,Group 1447,73
1448,Group 1448,73
1449,Group 1449,73
1450,Group 1450,73
1451,Group 1451,73
